Year	Segment	Category	Sub-Category	Sales	Profit
2017	Consumer	Furniture	Furnishings	29.78	8.04
2017	Consumer	Technology	Phones	677.58	176.17
2017	Consumer	Office Supplies	Paper	75.04	36.02
2017	Consumer	Technology	Phones	84.95	22.09
2017	Home Office	Furniture	Furnishings	61.00	25.62
2017	Home Office	Technology	Phones	671.93	188.14
2017	Consumer	Office Supplies	Binders	13.47	-22.90
2017	Corporate	Office Supplies	Binders	34.54	17.27
2017	Corporate	Technology	Copiers	"2,999.95"	1439.98
2017	Corporate	Office Supplies	Binders	64.12	30.78
2017	Corporate	Office Supplies	Appliances	33.62	-90.77
2017	Corporate	Office Supplies	Supplies	29.70	8.02
2017	Consumer	Office Supplies	Storage	94.20	23.55
2017	Consumer	Office Supplies	Envelopes	28.40	13.35
2017	Consumer	Office Supplies	Labels	5.78	2.72
2017	Consumer	Office Supplies	Binders	121.68	38.03
2017	Corporate	Furniture	Bookcases	482.66	85.18
2017	Corporate	Technology	Machines	"4,799.98"	360.00
2017	Consumer	Office Supplies	Paper	42.93	19.32
2017	Corporate	Technology	Phones	23.98	-5.69
2017	Corporate	Office Supplies	Labels	6.26	2.04
2017	Corporate	Office Supplies	Appliances	20.81	1.82
2017	Corporate	Furniture	Chairs	218.35	-19.11
2017	Corporate	Furniture	Furnishings	127.95	21.75
2017	Consumer	Furniture	Furnishings	25.11	6.53
2017	Home Office	Furniture	Tables	411.80	70.01
2017	Home Office	Technology	Accessories	360.00	129.60
2017	Home Office	Office Supplies	Art	11.12	2.89
2017	Consumer	Office Supplies	Labels	14.94	6.87
2017	Consumer	Furniture	Furnishings	25.47	7.64
2017	Consumer	Office Supplies	Art	7.06	2.21
2017	Consumer	Technology	Phones	383.84	47.98
2017	Home Office	Technology	Phones	41.22	11.13
2017	Home Office	Office Supplies	Supplies	240.37	7.21
2017	Home Office	Technology	Phones	119.02	33.33
2017	Home Office	Office Supplies	Envelopes	16.98	8.49
2017	Home Office	Office Supplies	Art	7.04	2.04
2017	Home Office	Office Supplies	Paper	106.32	49.97
2017	Corporate	Office Supplies	Binders	8.10	-5.94
2017	Home Office	Furniture	Tables	233.86	-102.05
2017	Home Office	Furniture	Tables	620.61	-248.25
2017	Home Office	Office Supplies	Binders	5.33	-3.55
2017	Home Office	Furniture	Furnishings	258.07	0.00
2017	Home Office	Technology	Accessories	617.98	-7.72
2017	Home Office	Office Supplies	Art	16.26	1.22
2017	Home Office	Technology	Phones	219.18	19.18
2017	Corporate	Furniture	Furnishings	56.28	15.76
2017	Corporate	Office Supplies	Binders	"2,690.97"	1264.76
2017	Home Office	Office Supplies	Storage	"2,591.56"	621.97
2017	Home Office	Office Supplies	Appliances	41.95	10.49
2017	Home Office	Office Supplies	Paper	244.55	114.94
2017	Home Office	Office Supplies	Paper	195.76	97.88
2017	Corporate	Furniture	Furnishings	273.96	71.23
2017	Corporate	Furniture	Furnishings	306.90	79.79
2017	Home Office	Office Supplies	Labels	9.82	4.81
2017	Home Office	Office Supplies	Art	35.97	9.71
2017	Home Office	Office Supplies	Paper	12.96	6.22
2017	Home Office	Office Supplies	Paper	191.60	91.97
2017	Home Office	Office Supplies	Labels	8.64	4.23
2017	Home Office	Office Supplies	Storage	501.81	0.00
2017	Consumer	Office Supplies	Labels	15.12	4.91
2017	Consumer	Office Supplies	Binders	17.43	-13.36
2017	Consumer	Office Supplies	Paper	251.64	88.07
2017	Consumer	Office Supplies	Binders	478.24	219.99
2017	Corporate	Office Supplies	Binders	37.90	-29.05
2017	Corporate	Office Supplies	Paper	65.58	23.77
2017	Home Office	Office Supplies	Paper	7.61	3.58
2017	Home Office	Office Supplies	Fasteners	7.16	3.58
2017	Consumer	Office Supplies	Paper	10.37	3.63
2017	Consumer	Technology	Accessories	95.74	20.34
2017	Corporate	Furniture	Furnishings	12.32	1.85
2017	Corporate	Office Supplies	Binders	4.42	-3.09
2017	Home Office	Technology	Accessories	99.99	42.00
2017	Home Office	Office Supplies	Storage	286.15	71.54
2017	Consumer	Office Supplies	Appliances	195.10	21.95
2017	Consumer	Furniture	Furnishings	36.67	6.42
2017	Consumer	Technology	Accessories	199.95	21.99
2017	Consumer	Office Supplies	Art	41.86	14.23
2017	Home Office	Office Supplies	Binders	11.36	-17.05
2017	Consumer	Office Supplies	Storage	16.77	1.47
2017	Consumer	Technology	Accessories	27.12	-4.75
2017	Consumer	Office Supplies	Art	1.75	0.15
2017	Consumer	Office Supplies	Art	20.99	2.36
2017	Consumer	Office Supplies	Binders	29.70	13.37
2017	Consumer	Office Supplies	Paper	39.96	17.98
2017	Corporate	Office Supplies	Paper	5.28	2.38
2017	Corporate	Office Supplies	Binders	895.92	302.37
2017	Corporate	Furniture	Chairs	436.70	-38.21
2017	Corporate	Office Supplies	Fasteners	7.92	1.68
2017	Consumer	Office Supplies	Art	14.59	2.55
2017	Consumer	Office Supplies	Art	89.86	21.34
2017	Consumer	Office Supplies	Paper	13.87	5.03
2017	Home Office	Office Supplies	Binders	8.76	4.20
2017	Consumer	Office Supplies	Binders	10.78	3.50
2017	Consumer	Furniture	Bookcases	242.35	9.09
2017	Corporate	Furniture	Bookcases	198.27	-32.22
2017	Corporate	Furniture	Furnishings	74.45	20.10
2017	Consumer	Office Supplies	Paper	15.55	5.44
2017	Consumer	Office Supplies	Art	4.89	2.00
2017	Corporate	Furniture	Furnishings	196.45	70.72
2017	Corporate	Office Supplies	Paper	79.14	36.40
2017	Home Office	Office Supplies	Paper	20.74	7.26
2017	Corporate	Office Supplies	Binders	15.57	-11.94
2017	Home Office	Office Supplies	Art	16.52	2.07
2017	Consumer	Office Supplies	Binders	13.71	-10.05
2017	Consumer	Office Supplies	Storage	205.92	2.06
2017	Consumer	Furniture	Bookcases	102.83	-6.05
2017	Corporate	Office Supplies	Supplies	477.24	9.54
2017	Corporate	Technology	Accessories	25.98	1.56
2017	Consumer	Office Supplies	Binders	26.05	-44.28
2017	Consumer	Office Supplies	Binders	2.90	-4.78
2017	Consumer	Office Supplies	Storage	32.54	-7.73
2017	Home Office	Office Supplies	Appliances	40.74	12.22
2017	Home Office	Office Supplies	Binders	12.03	-9.22
2017	Home Office	Technology	Machines	"2,549.99"	-3399.98
2017	Home Office	Office Supplies	Binders	21.59	-15.84
2017	Home Office	Office Supplies	Binders	8.96	-6.57
2017	Home Office	Office Supplies	Paper	20.74	7.26
2017	Consumer	Furniture	Furnishings	60.31	5.28
2017	Consumer	Office Supplies	Paper	28.14	13.51
2017	Consumer	Office Supplies	Labels	7.38	3.47
2017	Consumer	Office Supplies	Fasteners	10.90	3.60
2017	Consumer	Technology	Accessories	274.89	46.73
2017	Consumer	Office Supplies	Labels	23.04	11.29
2017	Consumer	Furniture	Chairs	218.35	-19.11
2017	Corporate	Office Supplies	Storage	195.14	-43.91
2017	Home Office	Furniture	Furnishings	44.40	-52.17
2017	Corporate	Furniture	Furnishings	51.97	10.39
2017	Corporate	Office Supplies	Storage	51.34	5.78
2017	Corporate	Office Supplies	Storage	332.70	33.27
2017	Corporate	Furniture	Furnishings	42.41	9.54
2017	Consumer	Furniture	Chairs	317.06	-18.12
2017	Consumer	Office Supplies	Art	15.76	3.55
2017	Consumer	Furniture	Furnishings	14.56	-6.19
2017	Consumer	Office Supplies	Binders	146.86	70.49
2017	Consumer	Office Supplies	Binders	36.56	18.28
2017	Home Office	Office Supplies	Storage	848.54	-21.21
2017	Home Office	Office Supplies	Binders	8.70	-6.38
2017	Home Office	Technology	Phones	122.38	-24.48
2017	Consumer	Office Supplies	Appliances	97.26	-243.16
2017	Consumer	Office Supplies	Binders	2.69	-4.71
2017	Consumer	Office Supplies	Binders	2.93	-4.99
2017	Consumer	Technology	Accessories	11.54	3.46
2017	Consumer	Furniture	Furnishings	162.60	34.15
2017	Consumer	Furniture	Chairs	908.82	227.21
2017	Corporate	Technology	Accessories	47.98	8.40
2017	Corporate	Office Supplies	Paper	20.74	7.26
2017	Consumer	Furniture	Furnishings	18.28	6.22
2017	Home Office	Furniture	Furnishings	254.35	0.00
2017	Consumer	Office Supplies	Storage	675.06	87.76
2017	Consumer	Office Supplies	Appliances	121.94	35.36
2017	Consumer	Office Supplies	Supplies	122.71	36.81
2017	Consumer	Technology	Accessories	155.34	55.92
2017	Consumer	Office Supplies	Supplies	54.90	15.37
2017	Corporate	Office Supplies	Binders	11.76	-7.84
2017	Corporate	Office Supplies	Paper	5.34	1.87
2017	Consumer	Furniture	Furnishings	66.36	26.54
2017	Consumer	Office Supplies	Binders	92.88	30.19
2017	Consumer	Furniture	Furnishings	24.14	7.97
2017	Home Office	Furniture	Bookcases	387.14	-14.52
2017	Home Office	Technology	Accessories	45.41	11.92
2017	Home Office	Furniture	Furnishings	77.95	-11.69
2017	Home Office	Office Supplies	Labels	3.00	1.05
2017	Consumer	Office Supplies	Envelopes	18.69	7.01
2017	Consumer	Furniture	Furnishings	11.66	3.35
2017	Corporate	Office Supplies	Appliances	99.28	12.41
2017	Corporate	Office Supplies	Binders	1.19	-0.99
2017	Corporate	Office Supplies	Binders	7.52	-5.76
2017	Corporate	Office Supplies	Storage	113.57	-21.29
2017	Home Office	Office Supplies	Fasteners	1.81	0.65
2017	Consumer	Technology	Phones	552.00	34.50
2017	Corporate	Technology	Accessories	69.98	4.90
2017	Consumer	Office Supplies	Binders	10.43	-18.25
2017	Consumer	Office Supplies	Storage	72.78	-18.20
2017	Consumer	Office Supplies	Binders	13.90	4.52
2017	Home Office	Office Supplies	Art	42.05	5.26
2017	Home Office	Office Supplies	Art	67.92	6.79
2017	Consumer	Office Supplies	Art	8.90	0.67
2017	Consumer	Office Supplies	Paper	19.05	8.76
2017	Consumer	Office Supplies	Binders	73.34	27.50
2017	Consumer	Technology	Accessories	107.97	22.67
2017	Consumer	Furniture	Bookcases	344.98	28.41
2017	Consumer	Furniture	Furnishings	1.99	-1.44
2017	Home Office	Office Supplies	Paper	20.34	9.36
2017	Home Office	Office Supplies	Labels	39.28	19.25
2017	Corporate	Office Supplies	Labels	33.12	11.59
2017	Corporate	Furniture	Bookcases	220.27	-42.11
2017	Consumer	Office Supplies	Art	123.92	33.46
2017	Consumer	Office Supplies	Art	12.39	5.70
2017	Consumer	Office Supplies	Art	47.30	12.30
2017	Consumer	Furniture	Furnishings	139.58	39.08
2017	Corporate	Office Supplies	Storage	8.38	0.73
2017	Corporate	Office Supplies	Art	6.85	0.77
2017	Consumer	Office Supplies	Appliances	28.08	5.27
2017	Consumer	Technology	Phones	751.98	84.60
2017	Corporate	Furniture	Tables	"1,048.35"	-69.89
2017	Consumer	Office Supplies	Labels	4.91	2.41
2017	Corporate	Office Supplies	Envelopes	62.96	28.33
2017	Corporate	Technology	Phones	677.58	-158.10
2017	Corporate	Office Supplies	Binders	13.90	-9.26
2017	Home Office	Office Supplies	Labels	4.61	1.67
2017	Home Office	Office Supplies	Art	15.53	4.85
2017	Home Office	Office Supplies	Labels	11.95	3.88
2017	Corporate	Furniture	Furnishings	23.68	6.22
2017	Corporate	Technology	Accessories	2.38	0.74
2017	Consumer	Office Supplies	Paper	10.37	3.63
2017	Consumer	Office Supplies	Labels	5.76	2.82
2017	Home Office	Office Supplies	Binders	43.37	-69.40
2017	Home Office	Office Supplies	Paper	163.96	80.34
2017	Corporate	Furniture	Furnishings	64.96	21.44
2017	Corporate	Office Supplies	Envelopes	30.56	14.97
2017	Corporate	Office Supplies	Art	9.78	4.01
2017	Home Office	Office Supplies	Binders	23.24	7.55
2017	Home Office	Office Supplies	Binders	4.84	-3.55
2017	Home Office	Furniture	Furnishings	220.70	-8.28
2017	Home Office	Technology	Accessories	48.90	18.09
2017	Consumer	Office Supplies	Supplies	3.33	0.42
2017	Consumer	Furniture	Tables	933.26	-458.15
2017	Consumer	Furniture	Chairs	"2,803.92"	0.00
2017	Consumer	Furniture	Bookcases	314.35	-15.72
2017	Consumer	Office Supplies	Labels	4.61	1.50
2017	Corporate	Furniture	Furnishings	129.93	12.99
2017	Corporate	Technology	Accessories	159.56	59.04
2017	Consumer	Office Supplies	Paper	15.70	7.07
2017	Consumer	Office Supplies	Art	59.52	15.48
2017	Consumer	Office Supplies	Paper	34.40	15.82
2017	Corporate	Office Supplies	Storage	69.52	19.47
2017	Corporate	Office Supplies	Storage	763.44	45.81
2017	Consumer	Office Supplies	Paper	25.92	12.44
2017	Consumer	Office Supplies	Art	22.96	6.66
2017	Corporate	Furniture	Furnishings	32.45	7.30
2017	Corporate	Office Supplies	Binders	26.39	-17.59
2017	Corporate	Furniture	Tables	373.47	-112.04
2017	Corporate	Office Supplies	Binders	64.20	-44.94
2017	Corporate	Office Supplies	Fasteners	8.00	2.80
2017	Corporate	Technology	Phones	183.96	20.70
2017	Corporate	Office Supplies	Paper	17.61	8.45
2017	Corporate	Furniture	Tables	300.90	11.28
2017	Consumer	Office Supplies	Paper	9.11	4.10
2017	Consumer	Office Supplies	Storage	571.44	165.72
2017	Consumer	Office Supplies	Paper	32.40	15.55
2017	Consumer	Office Supplies	Storage	16.91	4.57
2017	Consumer	Office Supplies	Binders	2.31	-1.93
2017	Corporate	Office Supplies	Binders	2.20	-1.54
2017	Corporate	Office Supplies	Binders	9.40	-7.52
2017	Consumer	Office Supplies	Appliances	243.16	72.95
2017	Consumer	Office Supplies	Envelopes	23.16	11.58
2017	Consumer	Office Supplies	Envelopes	21.24	7.43
2017	Consumer	Office Supplies	Binders	9.55	-7.32
2017	Consumer	Furniture	Bookcases	89.99	-152.98
2017	Corporate	Office Supplies	Binders	34.50	15.53
2017	Consumer	Office Supplies	Paper	6.68	3.21
2017	Home Office	Office Supplies	Art	6.41	0.64
2017	Home Office	Technology	Accessories	408.74	76.64
2017	Consumer	Office Supplies	Labels	59.20	29.60
2017	Consumer	Office Supplies	Art	54.66	18.04
2017	Corporate	Office Supplies	Binders	11.06	-18.80
2017	Corporate	Furniture	Bookcases	623.46	-119.19
2017	Corporate	Office Supplies	Storage	772.68	-57.95
2017	Consumer	Office Supplies	Binders	68.54	-52.55
2017	Consumer	Technology	Phones	627.17	70.56
2017	Consumer	Office Supplies	Labels	122.12	39.69
2017	Consumer	Office Supplies	Appliances	152.94	41.29
2017	Consumer	Office Supplies	Paper	84.42	27.44
2017	Consumer	Technology	Accessories	191.97	28.80
2017	Corporate	Furniture	Chairs	"1,458.65"	423.01
2017	Corporate	Furniture	Chairs	26.64	7.46
2017	Corporate	Furniture	Chairs	476.80	119.20
2017	Corporate	Office Supplies	Appliances	87.44	18.46
2017	Home Office	Technology	Accessories	79.99	28.80
2017	Consumer	Technology	Phones	419.94	52.49
2017	Consumer	Furniture	Chairs	47.99	-2.06
2017	Home Office	Technology	Copiers	"3,359.95"	1049.99
2017	Corporate	Furniture	Chairs	128.06	-23.78
2017	Consumer	Office Supplies	Appliances	81.08	22.70
2017	Corporate	Office Supplies	Paper	41.47	14.52
2017	Corporate	Office Supplies	Envelopes	65.23	22.02
2017	Corporate	Furniture	Chairs	207.00	25.88
2017	Home Office	Office Supplies	Binders	147.92	46.23
2017	Home Office	Office Supplies	Storage	104.28	26.07
2017	Home Office	Furniture	Tables	286.85	63.11
2017	Home Office	Office Supplies	Storage	66.96	2.68
2017	Home Office	Technology	Accessories	199.98	87.99
2017	Consumer	Office Supplies	Paper	37.44	16.85
2017	Consumer	Office Supplies	Labels	37.59	17.67
2017	Consumer	Office Supplies	Binders	26.03	9.44
2017	Home Office	Office Supplies	Art	5.25	0.59
2017	Home Office	Office Supplies	Storage	74.42	-14.88
2017	Home Office	Office Supplies	Paper	6.85	2.14
2017	Home Office	Furniture	Furnishings	8.00	-7.00
2017	Corporate	Furniture	Bookcases	209.98	-356.96
2017	Consumer	Office Supplies	Art	43.92	12.74
2017	Corporate	Office Supplies	Storage	127.92	-15.99
2017	Corporate	Office Supplies	Binders	34.24	-53.07
2017	Consumer	Office Supplies	Paper	87.60	42.05
2017	Home Office	Office Supplies	Art	10.27	1.16
2017	Corporate	Office Supplies	Supplies	238.62	4.77
2017	Corporate	Office Supplies	Appliances	7.77	2.10
2017	Corporate	Furniture	Tables	285.48	-10.71
2017	Corporate	Office Supplies	Binders	19.17	6.47
2017	Consumer	Office Supplies	Labels	5.90	1.99
2017	Consumer	Furniture	Furnishings	42.85	15.43
2017	Consumer	Office Supplies	Labels	6.16	2.96
2017	Consumer	Office Supplies	Supplies	17.00	4.42
2017	Consumer	Technology	Accessories	87.40	34.96
2017	Home Office	Office Supplies	Labels	58.48	27.49
2017	Corporate	Office Supplies	Envelopes	180.96	81.43
2017	Corporate	Office Supplies	Binders	914.97	411.74
2017	Corporate	Technology	Phones	587.97	158.75
2017	Corporate	Office Supplies	Storage	530.34	95.46
2017	Corporate	Office Supplies	Paper	14.94	7.32
2017	Home Office	Office Supplies	Binders	299.52	149.76
2017	Corporate	Office Supplies	Appliances	20.77	2.34
2017	Home Office	Furniture	Chairs	458.43	-124.43
2017	Consumer	Furniture	Furnishings	18.28	6.22
2017	Consumer	Technology	Accessories	"1,399.93"	601.97
2017	Consumer	Office Supplies	Envelopes	48.69	23.86
2017	Consumer	Technology	Phones	539.97	134.99
2017	Consumer	Office Supplies	Storage	22.58	5.87
2017	Corporate	Office Supplies	Paper	440.19	206.89
2017	Corporate	Office Supplies	Supplies	64.40	1.93
2017	Consumer	Furniture	Chairs	899.43	-12.85
2017	Consumer	Office Supplies	Art	46.20	5.78
2017	Consumer	Office Supplies	Paper	47.95	16.18
2017	Consumer	Technology	Phones	7.99	0.70
2017	Consumer	Office Supplies	Paper	76.86	26.90
2017	Corporate	Office Supplies	Art	3.76	1.09
2017	Corporate	Office Supplies	Art	14.70	6.62
2017	Corporate	Office Supplies	Art	37.20	9.30
2017	Corporate	Technology	Accessories	89.97	18.89
2017	Corporate	Furniture	Chairs	261.96	23.58
2017	Corporate	Office Supplies	Labels	74.00	37.00
2017	Consumer	Office Supplies	Binders	58.17	-46.54
2017	Consumer	Office Supplies	Labels	5.04	1.76
2017	Consumer	Office Supplies	Paper	24.78	7.75
2017	Consumer	Technology	Phones	29.59	2.59
2017	Consumer	Office Supplies	Binders	4.75	-3.17
2017	Consumer	Office Supplies	Paper	15.55	5.64
2017	Consumer	Furniture	Furnishings	39.96	17.18
2017	Consumer	Furniture	Chairs	42.62	4.26
2017	Consumer	Furniture	Chairs	220.96	24.86
2017	Consumer	Office Supplies	Paper	56.70	19.14
2017	Consumer	Technology	Phones	11.12	3.48
2017	Consumer	Office Supplies	Storage	221.02	-55.26
2017	Consumer	Technology	Accessories	36.05	-0.90
2017	Consumer	Furniture	Furnishings	14.56	6.26
2017	Consumer	Office Supplies	Binders	3.05	1.03
2017	Corporate	Office Supplies	Binders	6.87	-10.65
2017	Corporate	Office Supplies	Binders	2.00	-3.29
2017	Corporate	Office Supplies	Storage	8.93	0.67
2017	Corporate	Office Supplies	Appliances	17.24	4.48
2017	Corporate	Furniture	Bookcases	302.94	75.74
2017	Corporate	Technology	Phones	34.75	15.64
2017	Corporate	Office Supplies	Binders	113.94	54.69
2017	Corporate	Technology	Phones	55.98	15.67
2017	Consumer	Technology	Phones	344.70	38.78
2017	Home Office	Office Supplies	Appliances	706.86	197.92
2017	Home Office	Technology	Phones	114.95	2.30
2017	Home Office	Office Supplies	Binders	43.19	20.73
2017	Corporate	Furniture	Furnishings	22.61	-10.17
2017	Corporate	Furniture	Furnishings	1.89	-0.99
2017	Consumer	Office Supplies	Appliances	97.16	28.18
2017	Corporate	Office Supplies	Appliances	281.34	109.72
2017	Corporate	Technology	Phones	307.98	89.31
2017	Corporate	Technology	Accessories	299.97	113.99
2017	Consumer	Technology	Accessories	67.80	4.07
2017	Consumer	Technology	Phones	377.97	98.27
2017	Consumer	Furniture	Bookcases	"1,628.82"	374.63
2017	Consumer	Office Supplies	Paper	286.93	140.60
2017	Home Office	Furniture	Chairs	681.41	42.59
2017	Home Office	Office Supplies	Art	3.52	1.02
2017	Home Office	Office Supplies	Art	5.58	1.40
2017	Home Office	Technology	Accessories	36.32	10.90
2017	Consumer	Office Supplies	Paper	195.64	91.95
2017	Corporate	Office Supplies	Paper	38.02	13.78
2017	Consumer	Technology	Phones	95.99	9.60
2017	Consumer	Office Supplies	Labels	13.22	4.30
2017	Corporate	Furniture	Chairs	314.35	-35.36
2017	Corporate	Office Supplies	Paper	27.89	10.11
2017	Consumer	Office Supplies	Binders	133.12	49.92
2017	Corporate	Office Supplies	Binders	26.16	12.82
2017	Consumer	Office Supplies	Art	131.94	35.62
2017	Consumer	Office Supplies	Art	25.92	8.29
2017	Consumer	Office Supplies	Storage	704.76	162.09
2017	Consumer	Office Supplies	Fasteners	7.41	3.48
2017	Consumer	Office Supplies	Art	21.50	7.10
2017	Home Office	Furniture	Chairs	518.27	-97.18
2017	Home Office	Furniture	Furnishings	6.98	3.35
2017	Home Office	Technology	Machines	343.20	38.61
2017	Corporate	Office Supplies	Binders	41.28	19.81
2017	Consumer	Office Supplies	Binders	8.29	3.00
2017	Consumer	Technology	Phones	"1,123.13"	70.20
2017	Consumer	Office Supplies	Appliances	64.90	18.82
2017	Corporate	Furniture	Furnishings	520.05	72.81
2017	Corporate	Office Supplies	Art	17.97	5.21
2017	Consumer	Furniture	Chairs	181.99	-54.60
2017	Consumer	Office Supplies	Binders	1.59	-2.63
2017	Consumer	Office Supplies	Supplies	22.34	2.51
2017	Consumer	Technology	Accessories	68.46	25.33
2017	Consumer	Office Supplies	Art	49.56	18.83
2017	Home Office	Office Supplies	Art	9.84	2.85
2017	Home Office	Office Supplies	Art	2.78	0.72
2017	Consumer	Furniture	Tables	171.29	-6.42
2017	Consumer	Office Supplies	Fasteners	1.82	0.62
2017	Consumer	Office Supplies	Appliances	18.32	-46.72
2017	Consumer	Office Supplies	Storage	48.82	-11.59
2017	Consumer	Office Supplies	Binders	1.19	-1.96
2017	Home Office	Office Supplies	Binders	29.84	13.43
2017	Consumer	Office Supplies	Binders	663.92	207.48
2017	Consumer	Technology	Accessories	120.00	13.20
2017	Consumer	Office Supplies	Fasteners	3.29	1.48
2017	Consumer	Furniture	Furnishings	18.84	6.03
2017	Consumer	Office Supplies	Storage	50.14	-11.28
2017	Corporate	Office Supplies	Appliances	208.44	62.53
2017	Corporate	Office Supplies	Supplies	25.76	0.77
2017	Consumer	Technology	Accessories	23.08	6.92
2017	Consumer	Office Supplies	Paper	12.96	6.22
2017	Home Office	Office Supplies	Binders	58.34	28.00
2017	Home Office	Technology	Phones	539.97	134.99
2017	Consumer	Office Supplies	Paper	25.92	9.07
2017	Corporate	Technology	Accessories	98.16	9.82
2017	Corporate	Office Supplies	Art	31.44	7.86
2017	Consumer	Furniture	Furnishings	35.00	14.70
2017	Consumer	Office Supplies	Storage	477.15	28.63
2017	Consumer	Technology	Phones	302.38	22.68
2017	Consumer	Furniture	Furnishings	477.30	138.42
2017	Corporate	Technology	Accessories	27.19	0.34
2017	Corporate	Office Supplies	Binders	12.06	-10.05
2017	Consumer	Furniture	Chairs	301.96	33.22
2017	Consumer	Technology	Phones	54.37	4.08
2017	Corporate	Furniture	Furnishings	247.44	101.45
2017	Corporate	Furniture	Chairs	106.87	-29.01
2017	Corporate	Office Supplies	Binders	3.56	-6.24
2017	Corporate	Technology	Phones	195.96	19.60
2017	Corporate	Office Supplies	Paper	15.55	5.44
2017	Corporate	Technology	Accessories	271.97	54.39
2017	Corporate	Furniture	Furnishings	27.46	9.89
2017	Corporate	Office Supplies	Appliances	125.13	36.29
2017	Corporate	Office Supplies	Paper	13.87	5.03
2017	Corporate	Furniture	Bookcases	115.96	-64.94
2017	Consumer	Office Supplies	Paper	25.92	9.40
2017	Consumer	Office Supplies	Storage	53.42	4.67
2017	Consumer	Furniture	Furnishings	65.42	-52.34
2017	Home Office	Office Supplies	Fasteners	23.55	1.18
2017	Consumer	Office Supplies	Binders	43.41	19.97
2017	Consumer	Furniture	Furnishings	6.24	2.62
2017	Consumer	Office Supplies	Appliances	465.16	120.94
2017	Consumer	Office Supplies	Paper	7.98	3.99
2017	Consumer	Furniture	Bookcases	241.96	33.87
2017	Consumer	Office Supplies	Binders	3.89	1.87
2017	Consumer	Furniture	Furnishings	8.01	3.04
2017	Home Office	Technology	Phones	156.79	17.64
2017	Home Office	Technology	Accessories	35.36	-3.09
2017	Home Office	Furniture	Furnishings	13.59	-0.34
2017	Corporate	Office Supplies	Paper	37.52	18.01
2017	Consumer	Furniture	Bookcases	204.67	-6.02
2017	Consumer	Office Supplies	Art	35.10	10.18
2017	Corporate	Office Supplies	Appliances	17.48	1.31
2017	Consumer	Office Supplies	Binders	3.80	-2.66
2017	Consumer	Office Supplies	Paper	27.74	10.06
2017	Consumer	Technology	Phones	158.38	-34.31
2017	Corporate	Office Supplies	Binders	53.90	25.87
2017	Consumer	Office Supplies	Storage	324.74	-77.13
2017	Corporate	Furniture	Chairs	"1,925.88"	539.25
2017	Corporate	Office Supplies	Appliances	"2,405.20"	793.72
2017	Corporate	Technology	Accessories	83.97	15.95
2017	Corporate	Technology	Accessories	39.89	14.76
2017	Corporate	Office Supplies	Binders	17.38	8.69
2017	Home Office	Technology	Phones	2.97	-0.64
2017	Home Office	Office Supplies	Storage	27.44	2.40
2017	Consumer	Office Supplies	Paper	25.34	7.92
2017	Consumer	Office Supplies	Envelopes	43.92	15.92
2017	Consumer	Office Supplies	Paper	25.34	9.19
2017	Consumer	Office Supplies	Paper	10.69	3.74
2017	Corporate	Furniture	Furnishings	35.17	9.67
2017	Corporate	Technology	Accessories	"1,099.50"	362.84
2017	Corporate	Technology	Accessories	44.75	8.50
2017	Corporate	Office Supplies	Paper	11.96	5.38
2017	Corporate	Office Supplies	Binders	3.91	1.27
2017	Consumer	Office Supplies	Binders	4.55	-3.49
2017	Consumer	Office Supplies	Appliances	5.20	0.59
2017	Consumer	Technology	Accessories	205.99	-2.57
2017	Consumer	Office Supplies	Paper	15.55	5.44
2017	Consumer	Technology	Phones	503.96	50.40
2017	Consumer	Office Supplies	Appliances	24.47	1.84
2017	Consumer	Furniture	Bookcases	241.57	0.00
2017	Consumer	Technology	Accessories	110.40	-4.14
2017	Corporate	Furniture	Tables	384.77	-115.43
2017	Corporate	Technology	Machines	78.66	36.18
2017	Corporate	Office Supplies	Paper	45.36	22.23
2017	Home Office	Office Supplies	Storage	136.26	5.45
2017	Corporate	Furniture	Furnishings	31.98	2.00
2017	Corporate	Technology	Phones	71.98	25.19
2017	Consumer	Office Supplies	Paper	12.48	5.62
2017	Consumer	Office Supplies	Art	8.64	2.51
2017	Corporate	Office Supplies	Binders	6.37	-9.56
2017	Home Office	Office Supplies	Binders	108.08	54.04
2017	Home Office	Office Supplies	Binders	9.54	4.39
2017	Consumer	Furniture	Furnishings	30.34	-17.44
2017	Consumer	Technology	Phones	470.38	52.92
2017	Corporate	Office Supplies	Paper	20.74	7.26
2017	Home Office	Furniture	Furnishings	4.95	2.18
2017	Home Office	Office Supplies	Storage	26.40	0.00
2017	Corporate	Office Supplies	Appliances	1.62	-4.47
2017	Corporate	Office Supplies	Supplies	23.76	2.08
2017	Corporate	Office Supplies	Paper	85.06	28.71
2017	Corporate	Technology	Phones	381.58	28.62
2017	Consumer	Office Supplies	Binders	10.36	5.08
2017	Consumer	Office Supplies	Binders	12.18	-18.87
2017	Home Office	Furniture	Bookcases	"1,497.67"	140.96
2017	Home Office	Technology	Phones	17.52	-3.50
2017	Consumer	Technology	Accessories	89.54	12.31
2017	Consumer	Office Supplies	Storage	35.17	-8.35
2017	Consumer	Office Supplies	Binders	72.59	-48.39
2017	Home Office	Furniture	Furnishings	23.98	-14.39
2017	Home Office	Furniture	Tables	108.93	-71.89
2017	Home Office	Office Supplies	Paper	36.35	11.36
2017	Corporate	Office Supplies	Storage	720.76	54.06
2017	Consumer	Office Supplies	Paper	49.12	23.09
